Google Scholar Profile URL,Photo URL,Name,Affiliation,Email Verfication,# Citations,Research Field 1,Research Field 2,Research Field 3,Research Field 4,Research Field 5,Credit,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Ekkfc8AAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Ekkfc8AAAAAJ&citpid=3,Irfan Siap,Professor in Mathematics,Verified email at yildiz.edu.tr,2776,Algebraic Coding Theory,Cryptography,Algebra,Cellular Automata,Mathematics Education,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=lzfVm_8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lzfVm_8AAAAJ&citpid=1,Olga Ohrimenko,"Associate Professor, School of Computing and Information Systems, The University of …",,2751,Security,Cryptography,Data Analysis,Machine Learning,Differential Privacy,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=f1kfcqQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=f1kfcqQAAAAJ&citpid=4,HK Pathak,"Professor of Mathematics, Pt. Ravishankar Shukla University",Verified email at prsu.org.in,2750,Fixed Point Theory and Applications,ODE and Integral Equation,Banach Frames,Operator Theory,Cryptography,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Pqz_SIMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Pqz_SIMAAAAJ&citpid=2,Viktor Fischer,Professor at Jean Monnet University Saint-Etienne,Verified email at univ-st-etienne.fr,2746,cryptography,hardware security,computer engineering,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=tZghE0kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=tZghE0kAAAAJ&citpid=2,Bernardo David,"Associate Professor, IT University of Copenhagen",Verified email at itu.dk,2684,Cryptography,Security,Information Theory,Theoretical Computer Science,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=-1zFdFIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-1zFdFIAAAAJ&citpid=2,Henk DL (Hendrik Dirk Lodewijk) Hollmann,"Visiting professor, University of Tartu, Estonia",Verified email at xs4all.nl,2658,Discrete Mathematics,algebraic combinatorics,cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ofJM-tQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ofJM-tQAAAAJ&citpid=1,Abdul-Nasser El-Kassar,"Associate Professor of Quantitative Methods, Lebanese American University",Verified email at lau.edu.lb,2622,Production Planning,Inventory Control,Security,Cryptography,Number Theory,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=mb2y7OcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=mb2y7OcAAAAJ&citpid=3,Marco Baldi,"Associate Professor in Telecommunications, Università Politecnica delle Marche",Verified email at univpm.it,2616,Coding,Cryptography,Cybersecurity,Physical layer security,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=DixutkMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=DixutkMAAAAJ&citpid=2,"Dr. Chandra Segar Thirumalai, Ph.D","Professor, VIT",Verified email at vit.ac.in,2598,Cryptography,Cryptanalysis,Cybersecurity,Machine Learning,Optimization,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=nn3Fx0cAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=nn3Fx0cAAAAJ&citpid=2,Andrew Klapper,"Professor of Computer Science, University of Kentucky",Verified email at cs.uky.edu,2592,Cryptography,sequences,boolean functions,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=gOfFYHUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=gOfFYHUAAAAJ&citpid=5,Frédéric Magniez,Research Director at CNRS - Director of IRIF - Professor at Collège de France for 2020-21,Verified email at irif.fr,2575,Quantum computing (algorithms,self-testing,cryptography),Sublinear algorithms (property testing,streaming algorithms),A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=KxbEfJcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=KxbEfJcAAAAJ&citpid=1,Miran Kim,"Assistant Professor at the Department of Computer Science and Engineering, UNIST",Verified email at unist.ac.kr,2549,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=l3_SR-gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=l3_SR-gAAAAJ&citpid=2,Jordi Herrera-Joancomartí,"Associate Professor, Universitat Autònoma de Barcelona",Verified email at uab.cat,2547,Security,Cryptography,Privacy,bitcoin,cryptocurrencies,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=OCyrN-YAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=OCyrN-YAAAAJ&citpid=5,Sattar Mirzakuchaki,"Professor of Electrical Engineering, IUST",Verified email at iust.ac.ir,2514,microelectronics,solid state devices,cryptography,steganography,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ErhmrCwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ErhmrCwAAAAJ&citpid=4,Sourav Mukhopadhyay,"Professor, Indian Institute of Technolgy Kharagpur",Verified email at maths.iitkgp.ernet.in,2488,Cryptography,Network Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=MA8PTRUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Emanuele Viola,"Professor of Computer Science, Northeastern University",Verified email at ccs.neu.edu,2474,Theoretical computer science,computational complexity theory,cryptography,finance,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=yJVf47IAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=yJVf47IAAAAJ&citpid=6,Anderson CA Nascimento,"Associate Professor, University of Washington, Tacoma",Verified email at uw.edu,2469,Cryptography,Information Theory,Privacy,Information Security,Machine Learning,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=VsTTQSUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Roberto De Prisco,"Associate Professor of Computer Science, University of Salerno, Italy",,2388,Algorithms,Distributed Systems,Cryptography,Computer Music,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=w_e5-hQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=w_e5-hQAAAAJ&citpid=9,Changhoon Lee,Professor of Seoul National University of Science & Technology (SeoulTech),Verified email at seoultech.ac.kr,2344,Cryptography,Information Security,Digital Forensics,IoT Security,Cyber Threat Intelligence,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Cb2NqvwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Cb2NqvwAAAAJ&citpid=1,George Stephanides,Professor,Verified email at uom.gr,2342,software engineering,security,cryptography,applied mathematics,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_MMRrhUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Said Boussakta,Professor of Communications and Signal Processing at Newcastle University,Verified email at ncl.ac.uk,2335,Communications,Signal Processing,Cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=cFJGW7gAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Kamer Kaya,"Assoc. Prof., Sabancı University",Verified email at sabanciuniv.edu,2315,High Performance Computing,Parallel Algorithms,Graph Algorithms,Cryptography,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=47RLr5sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=47RLr5sAAAAJ&citpid=1,Christophe Doche,"Associate Professor, University of Wollongong",Verified email at uow.edu.au,2292,Cryptography,Cyber Security,Algorithmic Number Theory,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_H8dgVwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=_H8dgVwAAAAJ&citpid=3,Adel Bouhoula,"Professor of Computer Science, Formal Methods and Cybersecurity. Arabian Gulf University",Verified email at agu.edu.bh,2286,Network Security,Cryptography,Validation of cryptographic protocols,Automated Reasoning.,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=eFTdAmkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=eFTdAmkAAAAJ&citpid=3,Rhouma Rhouma,"Associate Professsor in Telecommunications, ESEN @University of Manouba",Verified email at enig.rnu.tn,2263,Telecommunications,Computer Science,Cryptography,Watermarking,Steganography,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ZFM3vykAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ZFM3vykAAAAJ&citpid=1,shengli liu,"Professor of Computer Science, Shanghai Jiao Tong University",Verified email at sjtu.edu.cn,2258,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=nK2KHJgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=nK2KHJgAAAAJ&citpid=2,Michael R. Grimaila,"Professor of Systems Engineering, Air Force Institute of Technology",Verified email at afit.edu,2210,Computer and Network Security,Quantum Information,Cryptography,Mission Assurance,Computer Engineering,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=x4wzKwkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=x4wzKwkAAAAJ&citpid=2,Bruce McNair,"Distinguished Service Professor, Stevens Institute of Technology",Verified email at stevens.edu,2190,Wireless hardware,computer and network security,digital signal processing,cryptography,embedded systems,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ggcCMuIAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Viet Tung Hoang,Associate Professor at Florida State University,Verified email at cs.fsu.edu,2182,Cryptography,Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=TR7QgcYAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Fabien Laguillaumie,"Professeur of Computer Science, Univ. Montpellier/LIRMM",Verified email at ens-lyon.fr,2147,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=KPw5wngAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=KPw5wngAAAAJ&citpid=4,Sara  Miner More,"Associate Teaching Professor, Johns Hopkins University",Verified email at cs.jhu.edu,2147,Computer Science Education,Cryptography,Information Flow,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=k-OByxcAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Toni Stojanovski,"Associate Professor, University for Information Science and technology",Verified email at uist.edu.mk,2140,Secure Communications,Information Theory,Cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=W9cYnBQAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,junzuo lai,"Professor, Department of Computer Science, Jinan University",,2132,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=zDiFvA8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=zDiFvA8AAAAJ&citpid=26,Sohrab Behnia,"Professor of Physics,  Urmia University of Technology",Verified email at sci.uut.ac.ir,2076,Statistical physics,Physics of complex systems,Cryptography,Chaos,Quantum chaos,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=dCsqhREAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=dCsqhREAAAAJ&citpid=2,Daniele Venturi,"Full Professor, Sapienza University of Rome, Italy",Verified email at di.uniroma1.it,2072,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=jfSYshIAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Carlos Aguilar Melchor,"Professor, ISAE SUPAERO, University of Toulouse",Verified email at isae-supaero.fr,2070,Machine Learning,Cryptography,Privacy,Codes,Lattices,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XR5ViDgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=XR5ViDgAAAAJ&citpid=2,Cimato Stelvio,"Associate Professor, Università degli Studi di Milano",Verified email at unimi.it,2029,Cryptography,Data security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=p4-7UvwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=p4-7UvwAAAAJ&citpid=9,"Dr.Sc. Dedi Darwis, M.Kom.",Assistant Professor of Computer Science at Universitas Teknokrat Indonesia,Verified email at teknokrat.ac.id,2001,Information Security,Steganography,Cryptography,Data Science,IT Governance,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=1ApKnFgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=1ApKnFgAAAAJ&citpid=1,David Galindo,"Associate Professor in Computer Security, University of Birmingham",Verified email at cs.bham.ac.uk,1947,Cryptography,Computer Security,Electronic Voting,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=JOeLEGcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=JOeLEGcAAAAJ&citpid=7,Dominique Schröder,"Full Professor, Computer Science,  Friedrich-Alexander-Universität Erlangen-Nürnberg",Verified email at fau.de,1933,Privacy,Cryptography,and IT Security,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Mp6V14cAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Pranam Paul,"Asst Prof. Narula Institute of Tcehnology, Agrapara, West Bengal, India",,1932,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=N5fPp3YAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=N5fPp3YAAAAJ&citpid=3,Kurt Rohloff,"Associate Professor of Computer Science, NJIT",Verified email at njit.edu,1917,Security,Cryptography,Systems,Control,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=miGbuS4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=miGbuS4AAAAJ&citpid=9,Aleksander Essex,"Associate Professor of Software Engineering, Western University Canada",Verified email at uwo.ca,1909,Cybersecurity,Cryptography,Secure/multi-party Computation,Trustworthy Voting,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=xYGdwjIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xYGdwjIAAAAJ&citpid=5,Petr Lisonek,"Professor, Simon Fraser University",Verified email at sfu.ca,1906,Discrete Mathematics,Cryptography,Coding Theory,Algebra,Computation,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=U8ZdsuEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=U8ZdsuEAAAAJ&citpid=2,Nelly Fazio,"Associate Professor, City College & Graduate Center of CUNY",Verified email at cs.ccny.cuny.edu,1867,Cryptography,Computer Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=VpI4F5EAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Yu Chen,"Associate Professor, Institute of Information Engineering, Chinese Academy of Sciences",Verified email at iie.ac.cn,1860,cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=9Uh7o-EAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=9Uh7o-EAAAAJ&citpid=2,Hasan Mahmood,"Professor of Electronics, Quaid-i-Azam University, Pakistan",Verified email at qau.edu.pk,1785,Information Theory,Game Theory,Cryptography,Ad Hoc Networks,Computer Architecture,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Ss009KUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Dana Dachman-Soled,"Associate Professor, Department of Electrical and Computer Engineering, University of …",Verified email at umd.edu,1742,cryptography,complexity theory,security,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=gobiPJIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=gobiPJIAAAAJ&citpid=1,Ali Aydin Selcuk,"Professor of Computer Engineering, TOBB University of Economics and Technology, Ankara",Verified email at etu.edu.tr,1702,network security,information security,cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=RG6kKh8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=RG6kKh8AAAAJ&citpid=1,Arpita Patra,"Associate Professor, Dept. of Computer Science & Automation, Indian Institute of Science",Verified email at iisc.ac.in,1693,Cryptography,Secure Computation,Distributed Computing,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=8p2FacYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8p2FacYAAAAJ&citpid=1,Liming Fang,"Nanjing University of Aeronautics and Astronautics, Professor",Verified email at nuaa.edu.cn,1653,Cybersecurity,Cryptography,Information Security,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=UimjP5sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=UimjP5sAAAAJ&citpid=1,Jingqiang Lin,"Professor, University of Science and Technology of China",Verified email at ustc.edu.cn,1641,system security,cryptography,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=5hl3S8AAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=5hl3S8AAAAAJ&citpid=1,Mahmoud Salmasizadeh,"Associate Professor Electronics Research Institute, Sharif University of Technology",Verified email at sharif.ir,1639,cryptography,information security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=L2cAaGUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=L2cAaGUAAAAJ&citpid=1,Seung Geol Choi,"Associate Professor, US Naval Academy",Verified email at usna.edu,1638,Cryptography,Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=E4UDXnMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=E4UDXnMAAAAJ&citpid=1,Lilya Budaghyan,"Professor of Informatics, University of Bergen",Verified email at uib.no,1604,Boolean functions,cryptography,discrete math,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=EJ7tdcIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=EJ7tdcIAAAAJ&citpid=14,Reza Ebrahimi Atani,"Associate Professor of Computer Engineering, University of Guilan",Verified email at guilan.ac.ir,1595,Cryptography,Computer Security,Network Security,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=a1rpZHwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=a1rpZHwAAAAJ&citpid=3,Alexander Ushakov,"Professor of Mathematics, Stevens Institute of Technology",Verified email at stevens.edu,1583,Algebra,Combinatorial Group Theory,Computations,Cryptography,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=NKc2uvcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=NKc2uvcAAAAJ&citpid=2,Shahabaddin Ebrahimi Atani,"Professor of Pure Mathematics, University of Guilan",Verified email at guilan.ac.ir,1578,Representation Theory,Commutative Algebra,Cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=32llx44AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=32llx44AAAAJ&citpid=3,Nasour Bagheri,"Associate Professor of  Electrical Engineering, Shahid Rajaee University",Verified email at sru.ac.ir,1575,Cryptology,Cryptography,Cryptanalysis,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=lGTBW8AAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lGTBW8AAAAAJ&citpid=31,Fatih Özkaynak,"Associate Professor of Software Engineering, Fırat University",Verified email at firat.edu.tr,1572,Cryptography,Random Number Generators,Chaotic Systems,Information Security,Computational Intelligence,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=KSCzOIoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=KSCzOIoAAAAJ&citpid=3,Paolo D'Arco,"Associate Professor,  Università di Salerno, Italy",Verified email at unisa.it,1549,Cryptography,Data Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=41BgV6AAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Rana Barua,"Professor(rtd), Indian Statistical Institute",Verified email at isical.ac.in,1544,descriptive set theory,theoretical computer science,cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_fCRHzYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=_fCRHzYAAAAJ&citpid=2,Scott Yilek,"Associate Professor of Computer and Information Sciences, University of St. Thomas",Verified email at stthomas.edu,1518,Cryptography,Computer Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=xHcGdnUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xHcGdnUAAAAJ&citpid=2,Kishan Chand Gupta,"Professor, Indian Statistical Institute",Verified email at isical.ac.in,1515,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=xS_vRnYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xS_vRnYAAAAJ&citpid=5,Prabhanjan Ananth,"Assistant Professor, UCSB",Verified email at cs.ucsb.edu,1497,Cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=AJDHJZUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AJDHJZUAAAAJ&citpid=2,ibrahim Sogukpinar,"Computer Engineering Professor, Gebze Institute of Technology",Verified email at bilmuh.gyte.edu.tr,1471,Network and Information security,Cryptography,Cybersecurity,Computer Networks,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=VBj6NyUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=VBj6NyUAAAAJ&citpid=2,Sanjay Singh,"Professor, Manipal Institute of Technology, Manipal Academy of Higher Education (MAHE) …",Verified email at manipal.edu,1447,Machine Learning,Neural Networks,Mathematical Logic,Computational Intelligence,Cryptography,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=EPGWugcAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ante Derek,"Assistant Professor, University of Zagreb",Verified email at fer.hr,1430,computer security,formal methods,cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=6y4tZnwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=6y4tZnwAAAAJ&citpid=2,Xiaolei Dong,"Professor of Computer Science, Shanghai Jiao Tong University",,1423,Number Theory,Cryptography,Trusted Computing,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=-sLyce8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-sLyce8AAAAJ&citpid=2,Robert Talbert,"Professor of Mathematics, Grand Valley State University",Verified email at gvsu.edu,1418,Scholarship of teaching and learning,undergraduate mathematics education,cryptography,algebra,algebraic topology,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=j_w7OZ4AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Jong Hwan Park,"Sangmyung University, Department of Computer Science, Assistant professor",Verified email at smu.ac.kr,1408,cryptography,information security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=qSghGCQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=qSghGCQAAAAJ&citpid=2,Pierre-Louis Cayrel,Ass. Professor - Université Jean Monnet - Saint-Etienne,Verified email at univ-st-etienne.fr,1407,Cryptography,Coding Theory,Code-Based Cryptography,Post-Quantum Cryptography,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=OTofyPQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=OTofyPQAAAAJ&citpid=4,Morteza Nikooghadam (Nikoughadam),"Associate Professor, Department of Computer Engineering, Imamreza University, Mashhad",Verified email at imamreza.ac.ir,1360,Cryptography,Digital Signature,Computer Architecture,Computer Arithmetic,Smart Grid Security,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XVnPhgMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=XVnPhgMAAAAJ&citpid=4,Saeed Samet,"Associate Professor, University of Windsor",Verified email at uwindsor.ca,1359,E-Health,Privacy-Preserving Methods,Cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=L0SnD84AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Stephen Tate,"Professor of Computer Science, University of North Carolina at Greensboro",Verified email at uncg.edu,1357,Cryptography,Computer Security,Algorithms,Theory of Computation,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=CCXustMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=CCXustMAAAAJ&citpid=2,Bruce Kapron,"Professor of Computer Science, University of Victoria",Verified email at uvic.ca,1355,Theoretical computer science,logic,cryptography,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=oyu1U-sAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,RK Sharma,"Professor of Mathematics, Indian Institute of Technology Delhi",Verified email at maths.iitd.ac.in,1352,Algebra,Cryptography,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ox7IO1YAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ox7IO1YAAAAJ&citpid=2,Qin Xin,"Full Professor of Computer Science and Faculty Research Leader, University of the Faroe …",Verified email at setur.fo,1308,Algorithms,Distributed Computing,Wireless Communication,Cryptography,AI,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=tDZ0XesAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=tDZ0XesAAAAJ&citpid=1,Antonia Wachter-Zeh,Associate Professor at Technical University of Munich (TUM),Verified email at tum.de,1304,coding theory,cryptography,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=1HqhP2QAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,German Saez,"Professor matemàtiques, Universitat Politècnica de Catalunya",Verified email at upc.edu,1291,cryptography,discrete mathematics,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=lpRkCB4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lpRkCB4AAAAJ&citpid=4,Yu Yu,"Professor, Shanghai Jiaotong University",Verified email at tsinghua.edu.cn,1276,cryptography,,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=zEz1Lb0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=zEz1Lb0AAAAJ&citpid=2,Junghyun Nam,"Professor of Computer Engineering, Konkuk University",Verified email at kku.ac.kr,1276,Cryptography,Information Security,,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=HuAXMmUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=HuAXMmUAAAAJ&citpid=5,Dr. Arup Kumar Pal,"Associate Professor of Computer Sc. & Engg., Indian Institute of Technology (ISM) Dhanbad",Verified email at iitism.ac.in,1244,Image Processing,Multimedia Security,Data Compression,Content Based Image Retrieval,Cryptography,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=kGhJ8egAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=kGhJ8egAAAAJ&citpid=2,Seung-Hyun Seo,"Professor, Hanyang University",Verified email at hanyang.ac.kr,1235,IoT and Embedded Security & Privacy,Cryptography,Cyber-Physical Security,,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=c4t3S_kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=c4t3S_kAAAAJ&citpid=20,Shahin Tajik,"Assistant Professor, Worcester Polytechnic Institute (WPI)",Verified email at wpi.edu,1225,Hardware Security,Cryptography,Side-channel Analysis,Optical Probing,,A,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Wrx-9LUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Wrx-9LUAAAAJ&citpid=5,Foteini Baldimtsi,"Assistant Professor, George Mason University",Verified email at gmu.edu,1198,Cryptography,Security,Privacy,Blockchain,,A,,,,,,,,
